,Squad,Comp,Player,Pos,Age,MP,Starts_Playing_Time,Min_Playing_Time,Mins_Per_90_Playing_Time,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per_Minutes,Ast_Per_Minutes,G+A_Per_Minutes,G_minus_PK_Per_Minutes,G+A_minus_PK_Per_Minutes,MP_Playing_Time
27,2022 United States,WCQ — CONCACAF M,Jordan Pefok,FW,25.0,3.0,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 United States,WCQ — CONCACAF M,Jordan Morris,FW,27.0,6.0,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 United States,WCQ — CONCACAF M,Gianluca Busio,MF,19.0,3.0,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,2022 United States,WCQ — CONCACAF M,Reggie Cannon,DF,23.0,2.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 United States,WCQ — CONCACAF M,Tim Ream,DF,34.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 United States,WCQ — CONCACAF M,James Sands,MF,21.0,1.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2022 United States,WCQ — CONCACAF M,Konrad De La Fuente,FW,20.0,2.0,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 United States,WCQ — CONCACAF M,Cristian Roldan,MF,26.0,5.0,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2022 United States,WCQ — CONCACAF M,Aaron Long,DF,29.0,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,2022 United States,WCQ — CONCACAF M,Matthew Hoppe,FW,20.0,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2022 United States,WCQ — CONCACAF M,Erik Palmer-Brown,DF,24.0,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,2022 United States,WCQ — CONCACAF M,Ethan Horvath,GK,26.0,0.0,0,,,,,,,,,,,,,,,
39,2022 United States,WCQ — CONCACAF M,Sean Johnson,GK,32.0,0.0,0,,,,,,,,,,,,,,,
40,2022 United States,WCQ — CONCACAF M,Joe Scally,DF,19.0,0.0,0,,,,,,,,,,,,,,,
41,2022 United States,WCQ — CONCACAF M,Sam Vines,DF,22.0,0.0,0,,,,,,,,,,,,,,,
42,2022 United States,WCQ — CONCACAF M,Jackson Yueill,MF,24.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Wales,WCQ — UEFA M,Daniel James,"FW,MF",24.0,10.0,10,862.0,9.6,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,
1,2022 Wales,WCQ — UEFA M,Joe Allen,MF,31.0,9.0,9,727.0,8.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Wales,WCQ — UEFA M,Ethan Ampadu,"MF,DF",21.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022 Wales,WCQ — UEFA M,Joe Rodon,DF,24.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 Wales,WCQ — UEFA M,Danny Ward,GK,28.0,8.0,8,719.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 Wales,WCQ — UEFA M,Connor Roberts,"DF,MF",26.0,8.0,7,639.0,7.1,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.14,0.0,0.14,0.14,0.14,
6,2022 Wales,WCQ — UEFA M,Neco Williams,"DF,MF",20.0,7.0,7,614.0,6.8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.29,0.15,0.29,
7,2022 Wales,WCQ — UEFA M,Chris Mepham,DF,24.0,8.0,7,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 Wales,WCQ — UEFA M,Gareth Bale,FW,32.0,7.0,7,569.0,6.3,5.0,4.0,3.0,2.0,2.0,0.0,0.0,0.79,0.63,1.42,0.47,1.11,
9,2022 Wales,WCQ — UEFA M,Ben Davies,DF,28.0,6.0,6,540.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.17,0.33,0.5,0.17,0.5,
10,2022 Wales,WCQ — UEFA M,Aaron Ramsey,MF,31.0,6.0,6,508.0,5.6,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.53,0.0,0.53,0.35,0.35,
11,2022 Wales,WCQ — UEFA M,Harry Wilson,"MF,FW",24.0,8.0,6,476.0,5.3,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.19,0.57,0.76,0.19,0.76,
12,2022 Wales,WCQ — UEFA M,Joe Morrell,MF,25.0,8.0,5,533.0,5.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Wales,WCQ — UEFA M,Kieffer Moore,FW,29.0,6.0,4,381.0,4.2,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.47,0.0,0.47,0.47,0.47,
14,2022 Wales,WCQ — UEFA M,James Lawrence,DF,29.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Wales,WCQ — UEFA M,Chris Gunter,DF,32.0,4.0,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Wales,WCQ — UEFA M,Wayne Hennessey,GK,35.0,3.0,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 Wales,WCQ — UEFA M,Brennan Johnson,FW,20.0,6.0,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 Wales,WCQ — UEFA M,Tyler Roberts,FW,23.0,4.0,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022 Wales,WCQ — UEFA M,Sorba Thomas,DF,22.0,2.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Wales,WCQ — UEFA M,Rubin Colwill,MF,19.0,1.0,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 Wales,WCQ — UEFA M,Jonny Williams,"FW,MF",28.0,3.0,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,2022 Wales,WCQ — UEFA M,Mark Harris,FW,23.0,3.0,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 Wales,WCQ — UEFA M,Rhys Norrington-Davies,"DF,MF",22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Wales,WCQ — UEFA M,Benjamin Cabango,DF,21.0,0.0,0,,,,,,,,,,,,,,,
25,2022 Wales,WCQ — UEFA M,Adam Davies,GK,29.0,0.0,0,,,,,,,,,,,,,,,
26,2022 Wales,WCQ — UEFA M,Tom King,GK,26.0,0.0,0,,,,,,,,,,,,,,,
27,2022 Wales,WCQ — UEFA M,Tom Lawrence,"FW,MF",28.0,0.0,0,,,,,,,,,,,,,,,
28,2022 Wales,WCQ — UEFA M,Dylan Levitt,MF,21.0,0.0,0,,,,,,,,,,,,,,,
29,2022 Wales,WCQ — UEFA M,Tom Lockyer,"DF,MF",27.0,0.0,0,,,,,,,,,,,,,,,
30,2022 Wales,WCQ — UEFA M,Rabbi Matondo,"FW,MF",21.0,0.0,0,,,,,,,,,,,,,,,
31,2022 Wales,WCQ — UEFA M,Hal Robson-Kanu,"FW,MF",32.0,0.0,0,,,,,,,,,,,,,,,
32,2022 Wales,WCQ — UEFA M,Josh Sheehan,MF,26.0,0.0,0,,,,,,,,,,,,,,,
33,2022 Wales,WCQ — UEFA M,Matthew Smith,MF,22.0,0.0,0,,,,,,,,,,,,,,,
34,2022 Wales,WCQ — UEFA M,Will Vaulks,"DF,MF",28.0,0.0,0,,,,,,,,,,,,,,,
35,2022 Wales,WCQ — UEFA M,Ben Woodburn,"FW,MF",22.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Argentina,WCQ — CONMEBOL M,Rodrigo De Paul,MF,27.0,16.0,16,1272.0,14.1,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.07,0.21,0.28,0.07,0.28,
1,2022 Argentina,WCQ — CONMEBOL M,Nicolás Otamendi,DF,33.0,15.0,15,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Argentina,WCQ — CONMEBOL M,Lionel Messi,"FW,MF",34.0,15.0,14,1275.0,14.2,7.0,0.0,5.0,2.0,2.0,0.0,0.0,0.49,0.0,0.49,0.35,0.35,
3,2022 Argentina,WCQ — CONMEBOL M,Leandro Paredes,MF,27.0,14.0,14,1133.0,12.6,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.08,0.16,0.24,0.08,0.24,
4,2022 Argentina,WCQ — CONMEBOL M,Lautaro Martínez,FW,24.0,14.0,14,1049.0,11.7,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.6,0.26,0.86,0.6,0.86,
5,2022 Argentina,WCQ — CONMEBOL M,Emiliano Martínez,GK,29.0,10.0,10,849.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022 Argentina,WCQ — CONMEBOL M,Nahuel Molina,DF,23.0,10.0,9,820.0,9.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,
7,2022 Argentina,WCQ — CONMEBOL M,Giovani Lo Celso,MF,25.0,11.0,9,779.0,8.7,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.58,0.58,0.0,0.58,
8,2022 Argentina,WCQ — CONMEBOL M,Marcos Acuña,"DF,MF",30.0,10.0,9,772.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,2022 Argentina,WCQ — CONMEBOL M,Ángel Di María,"MF,FW",33.0,13.0,9,708.0,7.9,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.38,0.13,0.51,0.38,0.51,
10,2022 Argentina,WCQ — CONMEBOL M,Nicolás Tagliafico,DF,29.0,9.0,8,754.0,8.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 Argentina,WCQ — CONMEBOL M,Gonzalo Montiel,DF,25.0,7.0,7,610.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022 Argentina,WCQ — CONMEBOL M,Nicolás González,"MF,FW",23.0,11.0,7,607.0,6.7,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.44,0.15,0.59,0.44,0.59,
13,2022 Argentina,WCQ — CONMEBOL M,Cristian Romero,DF,23.0,7.0,7,565.0,6.3,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,
14,2022 Argentina,WCQ — CONMEBOL M,Lucas Martínez Quarta,DF,25.0,8.0,6,515.0,5.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Argentina,WCQ — CONMEBOL M,Franco Armani,GK,35.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Argentina,WCQ — CONMEBOL M,Lucas Ocampos,"MF,FW",27.0,7.0,5,349.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 Argentina,WCQ — CONMEBOL M,Germán Pezzella,DF,30.0,6.0,4,425.0,4.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 Argentina,WCQ — CONMEBOL M,Guido Rodríguez,MF,27.0,8.0,3,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022 Argentina,WCQ — CONMEBOL M,Papu Gómez,MF,33.0,7.0,3,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Argentina,WCQ — CONMEBOL M,Joaquín Correa,"MF,FW",27.0,10.0,2,395.0,4.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,
21,2022 Argentina,WCQ — CONMEBOL M,Lisandro Martínez,DF,24.0,4.0,2,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,2022 Argentina,WCQ — CONMEBOL M,Exequiel Palacios,MF,23.0,10.0,2,248.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 Argentina,WCQ — CONMEBOL M,Alexis Mac Allister,MF,23.0,2.0,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Argentina,WCQ — CONMEBOL M,Julián Álvarez,FW,22.0,6.0,1,160.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,
25,2022 Argentina,WCQ — CONMEBOL M,Juan Foyth,DF,24.0,4.0,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 Argentina,WCQ — CONMEBOL M,Juan Musso,GK,27.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 Argentina,WCQ — CONMEBOL M,Gerónimo Rulli,GK,29.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 Argentina,WCQ — CONMEBOL M,Paulo Dybala,MF,28.0,3.0,1,78.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.15,1.15,0.0,1.15,
29,2022 Argentina,WCQ — CONMEBOL M,Ángel Correa,"FW,MF",26.0,6.0,0,136.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,
30,2022 Argentina,WCQ — CONMEBOL M,Agustín Marchesín,GK,33.0,1.0,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 Argentina,WCQ — CONMEBOL M,Nicolás Domínguez,MF,23.0,4.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 Argentina,WCQ — CONMEBOL M,Maximiliano Meza,"FW,MF",29.0,1.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2022 Argentina,WCQ — CONMEBOL M,Eduardo Salvio,"FW,MF",31.0,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 Argentina,WCQ — CONMEBOL M,Lucas Alario,FW,29.0,2.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2022 Argentina,WCQ — CONMEBOL M,Facundo Medina,DF,22.0,2.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,2022 Argentina,WCQ — CONMEBOL M,Emi Buendía,"FW,MF",25.0,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2022 Argentina,WCQ — CONMEBOL M,Lucas Boyé,FW,25.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,2022 Argentina,WCQ — CONMEBOL M,Sergio Agüero,FW,33.0,0.0,0,,,,,,,,,,,,,,,
39,2022 Argentina,WCQ — CONMEBOL M,Esteban Andrada,GK,31.0,0.0,0,,,,,,,,,,,,,,,
40,2022 Argentina,WCQ — CONMEBOL M,Walter Kannemann,DF,30.0,0.0,0,,,,,,,,,,,,,,,
41,2022 Argentina,WCQ — CONMEBOL M,Manuel Lanzini,MF,28.0,0.0,0,,,,,,,,,,,,,,,
42,2022 Argentina,WCQ — CONMEBOL M,Nehuén Pérez,DF,21.0,0.0,0,,,,,,,,,,,,,,,
43,2022 Argentina,WCQ — CONMEBOL M,Agustín Rossi,GK,26.0,0.0,0,,,,,,,,,,,,,,,
44,2022 Argentina,WCQ — CONMEBOL M,Giovanni Simeone,FW,26.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Mexico,WCQ — CONCACAF M,Guillermo Ochoa,GK,36.0,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Mexico,WCQ — CONCACAF M,César Montes,DF,24.0,10.0,10,888.0,9.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Mexico,WCQ — CONCACAF M,Jesús Gallardo,"DF,MF",27.0,11.0,10,879.0,9.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022 Mexico,WCQ — CONCACAF M,Edson Álvarez,MF,24.0,10.0,10,816.0,9.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 Mexico,WCQ — CONCACAF M,Héctor Herrera,MF,31.0,11.0,9,839.0,9.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,
5,2022 Mexico,WCQ — CONCACAF M,Néstor Araujo,DF,30.0,9.0,9,786.0,8.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
6,2022 Mexico,WCQ — CONCACAF M,Hirving Lozano,FW,26.0,10.0,9,736.0,8.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.24,0.12,0.24,
7,2022 Mexico,WCQ — CONCACAF M,Charly Rodríguez,MF,25.0,12.0,9,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 Mexico,WCQ — CONCACAF M,Jesús Corona,FW,29.0,13.0,8,756.0,8.4,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.12,0.24,0.36,0.12,0.36,
9,2022 Mexico,WCQ — CONCACAF M,Raúl Jiménez,FW,30.0,9.0,8,686.0,7.6,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.39,0.0,0.39,0.0,0.0,
10,2022 Mexico,WCQ — CONCACAF M,Jorge Eduardo Sánchez,"DF,MF",24.0,8.0,8,635.0,7.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,
11,2022 Mexico,WCQ — CONCACAF M,Alexis Vega,"FW,MF",24.0,9.0,6,438.0,4.9,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.41,0.0,0.41,0.41,0.41,
12,2022 Mexico,WCQ — CONCACAF M,Rogelio Funes Mori,FW,30.0,8.0,6,431.0,4.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,
13,2022 Mexico,WCQ — CONCACAF M,Julio Domínguez,DF,34.0,5.0,5,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2022 Mexico,WCQ — CONCACAF M,Luis Romo,MF,26.0,10.0,4,453.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,
15,2022 Mexico,WCQ — CONCACAF M,Héctor Moreno,DF,34.0,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,
16,2022 Mexico,WCQ — CONCACAF M,Johan Vásquez,DF,23.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 Mexico,WCQ — CONCACAF M,Andrés Guardado,MF,35.0,7.0,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 Mexico,WCQ — CONCACAF M,Luis Alfonso Rodríguez,DF,31.0,5.0,3,376.0,4.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022 Mexico,WCQ — CONCACAF M,Gerardo Arteaga,DF,23.0,5.0,3,318.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Mexico,WCQ — CONCACAF M,Orbelín Pineda,"MF,FW",25.0,7.0,3,315.0,3.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.29,0.29,0.57,0.0,0.29,
21,2022 Mexico,WCQ — CONCACAF M,Uriel Antuna,FW,24.0,7.0,2,223.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,
22,2022 Mexico,WCQ — CONCACAF M,Francisco Sebastián Córdova,MF,24.0,4.0,2,216.0,2.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,
23,2022 Mexico,WCQ — CONCACAF M,Roberto Alvarado,MF,23.0,4.0,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Mexico,WCQ — CONCACAF M,Erick Gutiérrez,MF,26.0,3.0,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,2022 Mexico,WCQ — CONCACAF M,Osvaldo Rodríguez del Portal,DF,25.0,1.0,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 Mexico,WCQ — CONCACAF M,Jonathan dos Santos,MF,31.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 Mexico,WCQ — CONCACAF M,Henry Martín,FW,29.0,7.0,0,161.0,1.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,1.12,1.12,
28,2022 Mexico,WCQ — CONCACAF M,Diego Lainez,"FW,MF",21.0,3.0,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 Mexico,WCQ — CONCACAF M,Julian Araujo,DF,20.0,1.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,2022 Mexico,WCQ — CONCACAF M,Rodolfo Pizarro,"DF,FW",27.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 Mexico,WCQ — CONCACAF M,Carlos Acevedo,GK,25.0,0.0,0,,,,,,,,,,,,,,,
32,2022 Mexico,WCQ — CONCACAF M,Érick Aguirre,"DF,MF",24.0,0.0,0,,,,,,,,,,,,,,,
33,2022 Mexico,WCQ — CONCACAF M,Jesús Alberto Angulo,DF,24.0,0.0,0,,,,,,,,,,,,,,,
34,2022 Mexico,WCQ — CONCACAF M,Rodolfo Cota,GK,34.0,0.0,0,,,,,,,,,,,,,,,
35,2022 Mexico,WCQ — CONCACAF M,José David Ramírez,"DF,MF",26.0,0.0,0,,,,,,,,,,,,,,,
36,2022 Mexico,WCQ — CONCACAF M,Santiago Giménez,FW,20.0,0.0,0,,,,,,,,,,,,,,,
37,2022 Mexico,WCQ — CONCACAF M,Jonathan Orozco,GK,35.0,0.0,0,,,,,,,,,,,,,,,
38,2022 Mexico,WCQ — CONCACAF M,Israel Reyes,"DF,MF",21.0,0.0,0,,,,,,,,,,,,,,,
39,2022 Mexico,WCQ — CONCACAF M,Gilberto Sepúlveda,DF,22.0,0.0,0,,,,,,,,,,,,,,,
40,2022 Mexico,WCQ — CONCACAF M,Alfredo Talavera,GK,39.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Poland,WCQ — UEFA M,Wojciech Szczęsny,GK,31.0,10.0,10,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Poland,WCQ — UEFA M,Robert Lewandowski,FW,33.0,9.0,9,712.0,7.9,9.0,4.0,8.0,1.0,1.0,1.0,0.0,1.14,0.51,1.64,1.01,1.52,
2,2022 Poland,WCQ — UEFA M,Jakub Moder,MF,22.0,9.0,8,578.0,6.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,
3,2022 Poland,WCQ — UEFA M,Kamil Glik,DF,33.0,8.0,7,652.0,7.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,
4,2022 Poland,WCQ — UEFA M,Jan Bednarek,DF,25.0,7.0,7,629.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 Poland,WCQ — UEFA M,Grzegorz Krychowiak,MF,32.0,8.0,7,624.0,6.9,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,
6,2022 Poland,WCQ — UEFA M,Piotr Zieliński,"MF,FW",27.0,7.0,6,555.0,6.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.16,0.32,0.49,0.16,0.49,
7,2022 Poland,WCQ — UEFA M,Bartosz Bereszyński,"DF,MF",29.0,8.0,6,477.0,5.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,
8,2022 Poland,WCQ — UEFA M,Kamil Jóźwiak,MF,23.0,8.0,5,533.0,5.9,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.34,0.34,0.68,0.34,0.68,
9,2022 Poland,WCQ — UEFA M,Karol Świderski,FW,25.0,9.0,4,396.0,4.4,5.0,1.0,5.0,0.0,0.0,1.0,0.0,1.14,0.23,1.36,1.14,1.36,
